title,authors,journal_info,abstract,pmid,search_query
Clinical insights to improve medical deep learning design: A comprehensive review of methods and benefits.,"Thornblad Terese A E, Ewals Lotte J S, Nederend Joost, Luyer Misha D P, De With Peter H N et al.",Computers in biology and medicine (2025),"The success of deep learning and computer vision of natural images has led to an increased interest in medical image deep learning applications. However, introducing black-box deep learning models leaves little room for domain-specific knowledge when making the final diagnosis. For medical computer vision applications, not only accuracy, but also robustness, interpretability and explainability are essential to ensure trust for clinicians. Medical deep learning applications can therefore benefit from insights into the application at hand by involving clinical staff and considering the clinical diagnostic process. In this review, different clinically-inspired methods are surveyed, including clinical insights used at different stages of deep learning design for three-dimensional (3D) computed tomography (CT) image data. This review is conducted by investigating 400 research articles, covering different deep learning-based approaches for diagnosis of different diseases, in terms of including clinical insights in the published work. Based on this, a further detailed review is conducted of the 47 scientific articles using clinical inspiration. The clinically-inspired methods were found to be made with respect to preparation for training, 3D medical image data processing, integration of clinical data and model architecture selection and development. This highlights different ways in which domain-specific knowledge can be used in the design of deep learning systems.",40782553,Medical Image Analysis
Thoracic dorsal root ganglia: visualisation of normal anatomy and pathological findings by T2 fast field echo (T2 FFE) compared with balanced fast field echo (B_FFE) and nerve-sheath signal increased with inked rest-tissue rapid acquisition of relaxation enhancement imaging (SHINKEI).,"Yan Y, She D, Hong J, Jiang D, Huang H et al.",Clinical radiology (2025),To evaluate the clinical feasibility of magnetic resonance neurography (MRN) in detecting thoracic dorsal root ganglia (DRG).,40782453,Medical Image Analysis
Dental photon-counting computed tomography for the assessment of Peri-Implant structures.,"Ruetters Maurice, Mertens Christian, Gehrig Holger, Sen Sinan, Kim Ti-Sun et al.",International journal of implant dentistry (2025),To assess the diagnostic performance of photon-counting computed tomography (PCCT) in the imaging of peri-implant bone structures and to compare it quantitatively and qualitatively to cone-beam computed tomography (CBCT).,40782315,Medical Image Analysis
Which slot scanning device is best for low-dose radiographs in pediatric scoliosis? A pilot study.,"Nugraha Hans K, Paradkar Ria V, Schueler Beth A, Long Zaiyang, Hull Nathan C et al.",Spine deformity (2025),"Studies have demonstrated a higher lifetime risk of cancer in AIS patients compared to age-matched controls. An asynchronous slot scan feature with ultra-small angle tomosynthesis reconstruction recently became available at our institution. Thus, we aimed to compare the performance of this new technology to the existing biplanar slot scanner for scoliosis imaging using standard dose settings.",40782304,Medical Image Analysis
Research trends in cervical cancer brachytherapy: a bibliometric analysis.,"Bao Shuilan, Wang Yiren, Hu Yiheng, Lin Sheng, Wang Youhua et al.",Discover oncology (2025),"Cervical cancer (CC) was a significant gynecological malignancy. Brachytherapy (BT) has found extensive application in cervical cancer radiotherapy, attributed to its remarkable features of high-precision positioning and highly conformal dose distribution. However, the field lacks a comprehensive bibliometric analysis. This research provides a comprehensive bibliometric analysis of cervical cancer brachytherapy trends and key topics, projecting future research directions.",40782269,Medical Image Analysis
Multi-institutional study for comparison of detectability of hypovascular liver metastases between 70- and 40-keV images: DELMIO study.,"Ichikawa Shintaro, Funayama Satoshi, Hyodo Tomoko, Ozaki Kumi, Ito Akio et al.",Abdominal radiology (New York) (2025),To compare the lesion detectability of hypovascular liver metastases between 70-keV and 40-keV images from dual energy-computed tomography (CT) reconstructed with deep-learning image reconstruction (DLIR).,40782256,Medical Image Analysis
"Feasibility, Safety, and Early Outcomes of Image-Guided Segmentectomy Using Near-Infrared Fluorescence Dye for Tumor Visualization and Margin Identification: A Collaborative Effort by the Surgical and Radiological Teams.","Wu Ching Feng, Chen Kuei An, Hsieh Ming Ju, Wu Yu Fu, Yang Tzu Yi et al.",Thoracic cancer (2025),"Despite advances in lung cancer management, it remains the leading cause of cancer-related deaths. Low-dose computed tomography (LDCT) screening has increased detection of small, difficult-to-palpate lung lesions.",40781925,Medical Image Analysis
Characterizing magnetic field interactions between an in-room MRI-on-rails and a radiotherapy linac: A comprehensive simulation and experimental study.,"Vat Koen, Marle Jason, Dayarian Iman, Farrokhkish Makan, Jaffray David A et al.",Medical physics (2025),"In recent years, magnetic resonance imaging (MRI)-guided radiotherapy (RT) has experienced a notable increase in utilization due to technological advancements that leverage MRI's superior soft-tissue contrast and its non-invasive, non-ionizing imaging mechanism. Integrating MRI scanners with linac systems comes with several technical challenges, including the complex interactions between the linac components and the magnetic field of the MRI scanner.",40781835,Medical Image Analysis
Robust real-time segmentation of bio-morphological features in human cherenkov imaging during radiotherapy via deep learning.,"Wang Shiru, Chen Yao, Jarvis Lesley A, Tang Yucheng, Gladstone David J et al.",Medical physics (2025),"Cherenkov imaging enables real-time visualization of megavoltage X-ray or electron beam delivery to the patient during radiation therapy (RT). Bio-morphological features, such as vasculature, seen in these images are patient-specific signatures that can be used for verification of positioning and motion management that are essential to precise RT treatment. However, no concerted analysis of this biological feature-based tracking has been utilized until now because of the slow speed and accuracy of conventional image processing for feature segmentation.",40781822,Medical Image Analysis
Spatial-temporal cascaded network for dynamic [11C]acetate cardiac PET parametric images generation based on one-tissue compartment model.,"Liu Shuai, Gong Tan, Shi Ximin, Huo Li, Shang Fei",Medical physics (2025),"One-tissue compartment model (1TCM) kinetic parameters calculated from dynamic [11C]aceta te cardiac PET/CT imaging can assess cardiac function and assist clinical diagnosis. However, the long acquisition time of dynamic data hinders its clinical application.",40781790,Medical Image Analysis
